,video_id,comment_text,likes,replies,sentiment,text
40344,R6ja9qNmOaM,But I remember Stephen A attacking the poll from 2013-2015 about where Kobe was and he turned out to have awful seasons those years,0,0,-1,remember stephen attacking poll 20132015 kobe turned awful seasons years
40364,R6ja9qNmOaM,Melo isn't the best player on his team.,1,0,1,melo isnt best player team
40403,IYvEhgYy35I,i want a jamie remix of EVERY xx song... #dream <3,0,0,1,want jamie remix every xx song dream 3
40406,IYvEhgYy35I,Best song in his reykjavik boiler room set...,0,0,1,best song reykjavik boiler room set
40418,IYvEhgYy35I,Finally! Best part of his Boiler Room Reykjavik set in my opinion,1,0,1,finally best part boiler room reykjavik set opinion
40421,IYvEhgYy35I,DAMN THIS REMIX IS SO GOOD!!!! Jamie is the best!!!,0,0,1,damn remix good jamie best
40455,IYvEhgYy35I,Tremendo remix! ♥,0,0,1,tremendo remix
40457,IYvEhgYy35I,"OMFG , marvelous!!!!!",0,0,1,omfg marvelous
40461,IYvEhgYy35I,<3,0,0,1,3
40463,IYvEhgYy35I,superb pet-shop-boys-like intro!,0,0,1,superb petshopboyslike intro
40498,ZtXkNMbjOEE,#43 trending 😄 these two have beautiful voices! Can't wait for TK2 😭,11,0,1,43 trending two beautiful voices cant wait tk2
40519,ZtXkNMbjOEE,Tori Kelly's voice is beautiful!,4,0,1,tori kellys voice beautiful
40521,ZtXkNMbjOEE,"omg idec, this is the best thing ever.",17,0,1,omg idec best thing ever
40524,ZtXkNMbjOEE,THIS WAS BEAUTIFUL!!!!!!! QUE BONITO OML,3,0,1,beautiful que bonito oml
40530,ZtXkNMbjOEE,LUIS FONSI IS THE BEST,1,0,1,luis fonsi best
40556,ZtXkNMbjOEE,Beautiful!!!!,2,0,1,beautiful
40606,CsdzflTXBVQ,Floyd is a good looking man! dog gone it!,0,0,1,floyd good looking man dog gone
40617,CsdzflTXBVQ,THE BEST EVER!!!!!!!!!!!,0,0,1,best ever
40661,CsdzflTXBVQ,LOL!!,0,0,1,lol
40775,6z-X4r5JkyI,Ohhhoooo.....Shaaanee...SOOOO SEXY!!!! :D :D :D :D,0,0,1,ohhhooooshaaaneesoooo sexy
40794,unIkqhB2nA0,Face id looks as awesome as Siri!,0,0,1,face id looks awesome siri
40895,lv5uC6cfO5c,Corey no pole dance <3 sexyyyyyyyy,0,0,1,corey pole dance 3 sexyyyyyyyy
40919,lv5uC6cfO5c,Holy crap...this was terrible!,0,0,-1,holy crapthis terrible
40929,lv5uC6cfO5c,"Corey, its actually a great song!",0,0,1,corey actually great song
40942,lv5uC6cfO5c,😂 This video is hysterical. Kudos to whoever came up with the concept.,0,0,-1,video hysterical kudos whoever came concept
41043,5fsEPf_Uuao,when you said candan  i was like YASSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS :D,0,0,1,said candan like yassssssssssssssssssssssssssssssssssss
41101,ZQK1F0wz6z4,Now I want honey walnut shrimp so bad!!!!,0,0,-1,want honey walnut shrimp bad
41120,ZQK1F0wz6z4,"FML. WHY DID I CLICK THIS VIDEO. I HAVEN'T HAD PANDA EXPRESS SINCE AUGUST 5. WongFu, bring that orange chicken here at the Philippines!!!!",0,0,-1,fml click video havent panda express since august 5 wongfu bring orange chicken philippines
41180,ZQK1F0wz6z4,JOANNA! Forever the best Emma Woodhouse <3,0,0,1,joanna forever best emma woodhouse 3
41212,zgLtEob6X-Q,Say Jay Mata Di in your awesome voice,0,0,1,say jay mata di awesome voice
41222,zgLtEob6X-Q,war of the planet of the apes! Do it! :D,0,0,1,war planet apes
41303,A0lYm7Qsbak,Awesome I want an iPhone 8 plus,0,0,1,awesome want iphone 8 plus
41359,A0lYm7Qsbak,"I'm just saying man, horrible lighting",0,0,-1,im saying man horrible lighting
41366,A0lYm7Qsbak,I will pretend that i am a Apple funboy. The X is prettier :-D,0,0,1,pretend apple funboy x prettier
41374,A0lYm7Qsbak,You are so stupid those are the iPhone 7 and 7 plus!!!!!!!!!!!!!,0,0,-1,stupid iphone 7 7 plus
41400,Zmi9iQp6944,<3,0,0,1,3
41573,_ANP3HR1jsM,Country looks like Wreck It Ralph in the safety suit! I'd love to see a vlog where country does some Wreck It Ralph type stuff!!!!,0,0,1,country looks like wreck ralph safety suit id love see vlog country wreck ralph type stuff
41582,_ANP3HR1jsM,Doing it for the views :D,0,0,1,views
41627,368_ovPsJk8,Skip to 2:06 for the best part,0,0,1,skip 206 best part
41737,tBN9kLaS-uw,IM SO JELOUS I LOVE THAT JACKET THOUGH!!!!,0,0,1,im jelous love jacket though
41760,tBN9kLaS-uw,Your hair looks amazing !!!,0,0,1,hair looks amazing
41765,tBN9kLaS-uw,happy birthday Jenna!!!!!,0,0,1,happy birthday jenna
41779,tBN9kLaS-uw,Boring....,0,0,-1,boring
41959,bvim4rsNHkQ,The awesome rocket porn.,0,0,1,awesome rocket porn
41977,bvim4rsNHkQ,You guys are awesome!,0,0,1,guys awesome
41978,bvim4rsNHkQ,This is so awesome!,0,0,1,awesome
41982,bvim4rsNHkQ,Awesome,0,0,1,awesome
41988,bvim4rsNHkQ,https://youtu.be/rnJ4blc_S6g                   best I ever saw,0,0,1,httpsyoutubernj4blc_s6g best ever saw
42004,bZJpwidiMco,At one time I watched Jimmy... Yea not anymore. He's nothing but a tool... Pathetic,0,0,-1,one time watched jimmy yea anymore hes nothing tool pathetic
42072,bZJpwidiMco,What a great impression of Melissa McCarthy!,0,0,1,great impression melissa mccarthy
42099,CYoRmfI0LUc,Congratulations Alexis and Serena on the wonderful journey of parenthood!! 🌻,0,0,1,congratulations alexis serena wonderful journey parenthood
42110,CYoRmfI0LUc,https://youtu.be/rnJ4blc_S6g                   best I ever saw,0,0,1,httpsyoutubernj4blc_s6g best ever saw
42121,CYoRmfI0LUc,This is so beautiful!,0,0,1,beautiful
42186,CYoRmfI0LUc,Eww race mixing is so disgusting,4,1,-1,eww race mixing disgusting
42308,1u5jO57eD-U,IT was hilarious!! I'm still busting up!!,0,0,1,hilarious im still busting
42370,1u5jO57eD-U,This is awesome 👏🏼😂🍻,0,0,1,awesome
42371,1u5jO57eD-U,This was fucking awesome!,0,0,1,fucking awesome
42372,1u5jO57eD-U,Lol!!,0,0,1,lol
42374,1u5jO57eD-U,"YYYYYYAAAAAAASSSSSS, THE TWO BADDEST BITCHES IN. DA. GAME. YOUR FAVE COULD NEVVVVAA!!!!!",0,0,-1,yyyyyyaaaaaaassssss two baddest bitches da game fave could nevvvvaa
42407,FSOxXsYVJMQ,agshsfgjs IM DYING 😭 They just are too perfect 👌👌❤️❤️❤️,0,0,1,agshsfgjs im dying perfect
42428,FSOxXsYVJMQ,BTS the BEST,0,0,1,bts best
42429,FSOxXsYVJMQ,Excited nako putangina!!!!!! 😭😭😭,0,0,1,excited nako putangina
42542,Xul7ku1XxRY,awesome bro,0,0,1,awesome bro
42550,Xul7ku1XxRY,<3,0,0,1,3
42565,Xul7ku1XxRY,Great Song MGK!!,0,0,1,great song mgk
42592,scIizw2asro,I think he would make a great Joker! Anyone else agree??,0,0,1,think would make great joker anyone else agree
42639,scIizw2asro,Wait...so he was the great Cornholio!?,0,0,1,waitso great cornholio
42660,scIizw2asro,https://youtu.be/o0fu_W6JZKM\n\n\nhurrricanes are terribly intresting.,0,0,-1,httpsyoutubeo0fu_w6jzkm\n\n\nhurrricanes terribly intresting
42729,7YAAyUFL1GQ,Best fall out boy song! Perfect,0,0,1,best fall boy song perfect
42763,7YAAyUFL1GQ,FOB never disappoints <3,0,0,1,fob never disappoints 3
42806,nImFZRtGeAQ,I think the 6s is the best iphone because it still has the earphone jack,0,0,1,think 6s best iphone still earphone jack
42841,nImFZRtGeAQ,I still have iPhone 6! I been waiting for the anniversary phone and I'm not that impressed to change. Might just get the 8 plus.,0,0,1,still iphone 6 waiting anniversary phone im impressed change might get 8 plus
42887,nImFZRtGeAQ,Apple is loosing it's values trying to be like Samsung...the aluminium finish up until 7 plus felt like an industrial design...it just felt strong..smooth..no fingerprints..\nI just hate the fingerprint smudges on my s8+.. I might get a 7plus in matte black..just for the fingerprint issue\nAnd if you have a 7 plus..there is no need to upgrade!,1,0,-1,apple loosing values trying like samsungthe aluminium finish 7 plus felt like industrial designit felt strongsmoothno fingerprints\ni hate fingerprint smudges s8 might get 7plus matte blackjust fingerprint issue\nand 7 plusthere need upgrade
42902,cNgT8qEQJ3w,AI will be the greatest threat to mankind.,0,0,1,ai greatest threat mankind
43054,bvomHFZO0mk,Anyone else thinking about Grim Fandango while watching this?,0,0,-1,anyone else thinking grim fandango watching
43141,XSLc0d5aM04,"stay in school, or you'll get the aids. From doing drugs, unsafe sex, making horrible music.",0,0,-1,stay school youll get aids drugs unsafe sex making horrible music
43200,F4ELqraXx-U,perfect song when you're under drogs <3,0,0,1,perfect song youre drogs 3
43213,F4ELqraXx-U,She as a awesome voice,0,0,1,awesome voice
43285,F4ELqraXx-U,"The best video ... ,💗💗💗",0,1,1,best video
43299,TngCi2s5rmk,Perfect for two days 😂😂,0,0,1,perfect two days
43300,TngCi2s5rmk,Best video you've made in a while,0,0,1,best video youve made
43316,TngCi2s5rmk,The perfect girl doesn't exi...\n\ndouble fist,0,0,1,perfect girl doesnt exi\n\ndouble fist
43378,TngCi2s5rmk,That was awesome bro👍,0,0,1,awesome bro
43394,0eKdNcP4xrM,Why is this the best thing ever,0,0,1,best thing ever
43403,0eKdNcP4xrM,I have a feeling that this trailer showed all the best parts.,0,0,1,feeling trailer showed best parts
43435,0eKdNcP4xrM,"LOL, that was gold!",0,0,1,lol gold
43463,0eKdNcP4xrM,Awesome...,0,0,1,awesome
43488,0eKdNcP4xrM,Awesome,1,0,1,awesome
43489,0eKdNcP4xrM,3:48 best part ever,2,0,1,348 best part ever
43495,XpVt6Z1Gjjo,Does anyone know the song he plays at the end of the video when he tells that awful joke?  And the song/sound that plays when he has an idea?,0,0,-1,anyone know song plays end video tells awful joke songsound plays idea
43537,XpVt6Z1Gjjo,I'm so happy for Logan! Dent the Universe,0,0,1,im happy logan dent universe
43560,XpVt6Z1Gjjo,Good job!! LOGAN 4 LIFE,0,0,1,good job logan 4 life
43568,XpVt6Z1Gjjo,Worst vlog ever,0,0,-1,worst vlog ever
43594,9YyB6sQ4iwA,Youre so beautiful!,0,0,1,youre beautiful
43763,xHvVhhFvLtY,Mmm delicious uni,0,0,1,mmm delicious uni
43780,xHvVhhFvLtY,Hey awesome video!! By the way where did you get that leather hat?,1,0,1,hey awesome video way get leather hat
43786,xHvVhhFvLtY,Beautiful scenery!!!!,1,0,1,beautiful scenery
43874,cOboLQMO4tQ,Say what you will but shes an excellent press secretary,0,0,1,say shes excellent press secretary
43885,cOboLQMO4tQ,Espn is disgusting,0,0,-1,espn disgusting
43954,WYYvHb03Eog,Jesus Christ 1000$ are they insane?,0,0,-1,jesus christ 1000 insane
43981,WYYvHb03Eog,It looks terrible,0,0,-1,looks terrible
43995,MdBu21i9aEE,She's so beautiful!!!!,4,0,1,shes beautiful
44040,MdBu21i9aEE,I needed this <3,1,0,1,needed 3
44062,MdBu21i9aEE,YES! I'm so happy for her. been waiting for this for ages!,0,0,1,yes im happy waiting ages
44063,MdBu21i9aEE,You are the best ♡,1,0,1,best
44065,MdBu21i9aEE,So good! Come to south Florida Julien!,1,0,1,good come south florida julien
44107,IDvy0ybpOUI,"Wrong! God does NOT ignore the Earth!! He created it, He would never ignore it!!",0,0,-1,wrong god ignore earth created would never ignore
44174,IDvy0ybpOUI,"Great review, Chris!",0,0,1,great review chris
44199,Zya-JNMJ62k,Worst actor and singer EVER!,0,0,-1,worst actor singer ever
44233,Zya-JNMJ62k,Power of Wonderboy or is he now Nasty Man?,0,0,-1,power wonderboy nasty man
44237,Zya-JNMJ62k,HEY JACK!!!!!!\nWill you ever consider making NACHOOOOOOOOOOOO\nLIBRE again??\nOne of my favorite go to comedy movie..VIA MEXICO!!!!! Y USA!!!!!,0,0,1,hey jack\nwill ever consider making nachoooooooooooo\nlibre again\none favorite go comedy movievia mexico usa
44245,Zya-JNMJ62k,this is a perfect veesauce Michael here meme,1,0,1,perfect veesauce michael meme
44259,Zya-JNMJ62k,So awesome,0,0,1,awesome
44263,Zya-JNMJ62k,Awesome.,0,0,1,awesome
44341,LolP3Y7_Irs,Best music in the vlogs on youtube,0,0,1,best music vlogs youtube
44369,LolP3Y7_Irs,really fun video i loveedd itt!!!!!!,0,0,1,really fun video loveedd itt
44376,LolP3Y7_Irs,You are perfect!!!!,0,0,1,perfect
44389,LolP3Y7_Irs,You should try bouldering! :D,1,0,1,try bouldering
44392,cxLQAuQsOWI,DUA'S VOICE IS SO PERFECT,6,0,1,duas voice perfect
44394,cxLQAuQsOWI,Amazing Dua!!!!!!,3,0,1,amazing dua
44396,cxLQAuQsOWI,Her voice is literally the best,0,0,1,voice literally best
44412,cxLQAuQsOWI,Both are awesome they should do something together,0,0,1,awesome something together
44438,cxLQAuQsOWI,Omg!!!!!!!!!!! I love dua  lipa and gallant!!!!!!!!!!!,0,0,1,omg love dua lipa gallant
44443,cxLQAuQsOWI,excellent version!!,0,0,1,excellent version
44444,cxLQAuQsOWI,BEAUTIFUL!,0,0,1,beautiful
44446,cxLQAuQsOWI,Gold <3,0,0,1,gold 3
44449,cxLQAuQsOWI,Awesome!!!!,0,0,1,awesome
44483,cxLQAuQsOWI,Brilliant!!,0,0,1,brilliant
44488,cxLQAuQsOWI,The best performance,0,0,1,best performance
44498,zKriLekFPwg,Absolutely spectacular!!!,0,0,1,absolutely spectacular
44516,zKriLekFPwg,"8,233 views and on trending? Jk this is a good song!!!",4,0,1,8233 views trending jk good song
44520,zKriLekFPwg,YES <3,2,0,1,yes 3
44576,zKriLekFPwg,that is one very lucky girl!!!!,1,0,1,one lucky girl
44665,4X6a3G_0HjY,MAKE AMERICA GREAT AGAIN!,1,0,1,make america great
44729,t4QwhVt5Zk0,Here lips are perfect! Probably feel like marshmallows and taste like candy...,0,0,1,lips perfect probably feel like marshmallows taste like candy
44755,t4QwhVt5Zk0,milk chocolate skin looking delicious,0,0,1,milk chocolate skin looking delicious
44760,t4QwhVt5Zk0,She too beautiful tho!!,0,0,1,beautiful tho
44823,B8G8m08G_yo,"Nom Nom :D, can any one tell me how to make a smily? :D TY",0,0,1,nom nom one tell make smily ty
44853,B8G8m08G_yo,mmm...so delicious,0,0,1,mmmso delicious
44864,B8G8m08G_yo,That shoe look delicious,0,0,1,shoe look delicious
44893,O-eWLaO3gy4,You look like you've lost weight! You look stunning! Also I'm making this!!!!,11,0,1,look like youve lost weight look stunning also im making
44902,O-eWLaO3gy4,As a pumpkin season enthusiast this recipe makes me extremely happy. Cannot wait to try this!,0,0,1,pumpkin season enthusiast recipe makes extremely happy cannot wait try
44911,O-eWLaO3gy4,That just looks incredible! Those flavors 😍,0,0,1,looks incredible flavors
44923,O-eWLaO3gy4,They look so good!!!! Can't wait to make them,0,0,1,look good cant wait make
44930,O-eWLaO3gy4,Laura! You look so beautiful!!,0,0,1,laura look beautiful
44940,O-eWLaO3gy4,The pastry cutter is awesome for guacamole making too!,1,0,1,pastry cutter awesome guacamole making
44953,O-eWLaO3gy4,Laura you are bomb! This looks awesome. Cant wait to make it.,0,0,1,laura bomb looks awesome cant wait make
45002,AQa9pEkQ_0Y,Your so beautiful! 😍,0,0,1,beautiful
45005,AQa9pEkQ_0Y,Awesome,0,0,1,awesome
45010,AQa9pEkQ_0Y,Gorgeous!!! 😍😍😍,0,0,1,gorgeous
45013,AQa9pEkQ_0Y,Flawless as always 💛💛💛,0,0,1,flawless always
45025,AQa9pEkQ_0Y,OMG ILOVEEEEE WHEN YOU COME OUT WITH FIRST IMPRESSION VIDEOS THEY ARE MYYYY FAVVVVVVVVVVVVVVVVV!!!!!!!!!!!!!!! I LOVE REWATCHING THEM ILOVE IT ALLLLL!!!! AND ONCE I WAS WATCHING YOUR VIDEOS AND MY SISTERS WATCHED THEM WITH ME AND THEYYY LOVE YOUUU SO MUCHHHHH!!!!!!!! KEEP IT UPPPP BABEEE!!💕💕💕💕💕💕💕,0,0,1,omg iloveeeee come first impression videos myyyy favvvvvvvvvvvvvvvvv love rewatching ilove alllll watching videos sisters watched theyyy love youuu muchhhhh keep upppp babeee
45071,AQa9pEkQ_0Y,You’re so gorgeous!! Sweetest ever!! Can’t wait for Dominique Cosmetics 🙌🏼 so excited🥂,0,0,1,youre gorgeous sweetest ever cant wait dominique cosmetics excited
45181,UqmxHwLI9yg,Wtf is the SATANIC BULLSHIT!@@@!!!!!@!,0,0,-1,wtf satanic bullshit
45226,cLdxuaxaQwc,Hadn't seen Pewds in a while. What a beautiful beard!,0,0,1,hadnt seen pewds beautiful beard
45257,cLdxuaxaQwc,<3,0,0,1,3
45397,QQVWMp_xgGg,This guy may be the greatest troll in troll history 😂😂😂,0,0,1,guy may greatest troll troll history
45499,l864IBj7cgw,jennifer lawrence is an IDIOT!!!!,0,0,-1,jennifer lawrence idiot
45570,l864IBj7cgw,"In the words of Johnny Carson, Welcome to 'Frontier Bris!'.",0,0,1,words johnny carson welcome frontier bris
45577,l864IBj7cgw,"fallon, you are truly pathetic",0,0,-1,fallon truly pathetic
45631,Wb-6fhfAn2I,"Please Alain, this is heartbreaking, I always have troubles with my weight and anxiety... you're the philosopher, but this is an issue for me :'(",0,0,-1,please alain heartbreaking always troubles weight anxiety youre philosopher issue
45713,sjlHnJvXdQs,Awesome,0,0,1,awesome
45718,sjlHnJvXdQs,best iphone parody yet,0,0,1,best iphone parody yet
45759,sjlHnJvXdQs,I need it omg best investment,0,0,1,need omg best investment
45789,sjlHnJvXdQs,the is their best idea since vine!!!! oh wait...,1,0,1,best idea since vine oh wait
45816,_HTXMhKWqnA,HI!! do you still have the air drop on the X? thank you for your channel. it is really awesome.,0,0,1,hi still air drop x thank channel really awesome
45855,_HTXMhKWqnA,Please do not buy this phone. Apple are evil.,0,0,-1,please buy phone apple evil
45886,_HTXMhKWqnA,Iphone x screen looks terrible,0,0,-1,iphone x screen looks terrible
45984,dWWQsXRwHb4,Wow!!!!! You guys are on trending!!! Congratulations!!!,1,0,1,wow guys trending congratulations
46003,dWWQsXRwHb4,I love you studio c!!!!!,0,0,1,love studio c
46027,YSVlSmZWzm0,Vox is the real Fake News!!,0,0,-1,vox real fake news
46045,YSVlSmZWzm0,Thank you Ms. Kim the best teacher I ever had!!!!!!,0,0,1,thank ms kim best teacher ever
46059,YSVlSmZWzm0,"He should have practiced his pronuncation of el dorado, but great video!",0,0,1,practiced pronuncation el dorado great video
46155,DdA7tUIzA5Q,I love this Toni !!!! always a Toni supporter not fan 😘😘😘😍,0,0,1,love toni always toni supporter fan
46167,DdA7tUIzA5Q,"THE L E G E N D A R Y  \nT O N I BRAXTON!!! \nTOP 3 EVER! WHITNEY ( GRH) ,MARIAH AND TONI BRAXTON <3",1,0,1,l e g e n r \nt n braxton \ntop 3 ever whitney grh mariah toni braxton 3
46179,DdA7tUIzA5Q,Simply beautiful !!!,0,0,1,simply beautiful
46193,DdA7tUIzA5Q,LOVE IT!!!!!!,0,0,1,love
46196,DdA7tUIzA5Q,Great style.....classy lady....beautiful!,0,0,1,great styleclassy ladybeautiful
46200,DdA7tUIzA5Q,Obrigadaaaaa Toni! <3,0,0,1,obrigadaaaaa toni 3
46234,bUUt0v4ziG4,my channel best channel end of story.,0,0,1,channel best channel end story
46263,TdH_NL35Nbw,OMFG!!!! I CAN'T WAIT ANY FUCKING LONGER!!!!,1,0,-1,omfg cant wait fucking longer
46371,SjZWJoNYpHI,Grant is gone :'(,1,0,-1,grant gone
46382,SjZWJoNYpHI,R.I.P. Grant :'(\nThanks for everything!,1,0,-1,rip grant \nthanks everything
46387,SjZWJoNYpHI,Good track !!,0,0,1,good track
46390,SjZWJoNYpHI,Maybe best Grant song...  Ok.,1,0,1,maybe best grant song ok
46393,SjZWJoNYpHI,The best song Grant ever wrote.,35,11,1,best song grant ever wrote
46402,SjZWJoNYpHI,performing this song :D,1,4,1,performing song
46407,SjZWJoNYpHI,<3,0,0,1,3
46538,TPnuT2TLvLQ,<3 <3 <3,0,0,1,3 3 3
46612,-s267WkYVoo,Very good video!!!,0,0,1,good video
46622,-s267WkYVoo,Happy upcoming Rosh HaShanah everyone!,0,0,1,happy upcoming rosh hashanah everyone
46695,iIYXR4axaJY,I think your song completes me as a person to move on and not worry about he horrible people in life,0,0,-1,think song completes person move worry horrible people life
46712,iIYXR4axaJY,"i'm so happy for you !!!! like you manage to write a book, put out a song,  be an AMAZINGGGG youtuber, and are soooooo gorgeous !!!!! 😍😍😍 congrats !!!! ❤️",0,0,1,im happy like manage write book put song amazingggg youtuber soooooo gorgeous congrats
46823,4F2KWDQQMhY,YES!!! I ALWAYS WANTED THIS!!! Please DO MORE!!!!!!😍😍😍😍😍😍 also you're amazing!!!,1,0,1,yes always wanted please also youre amazing
46841,4F2KWDQQMhY,OMFG I love you!!!!!!!! 💗❤️💛💚💙💜💖💕💞💓,0,0,1,omfg love
46902,Xqpf1FxU2q4,U are so awesome man,0,0,1,u awesome man
46927,Xqpf1FxU2q4,Awesome skill,0,0,1,awesome skill
46932,Xqpf1FxU2q4,You are awesome,0,0,1,awesome
46940,Xqpf1FxU2q4,Love this man!!!!,0,0,1,love man
46943,Xqpf1FxU2q4,Awesome af,1,0,1,awesome af
46947,SMinvx9EkPs,Impressive as always!,4,0,1,impressive always
46957,SMinvx9EkPs,Always impressed by your stuff fam,0,0,1,always impressed stuff fam
46992,fS5xHHqW-6E,"This band is everything, I don't know why it is so underrated. Great musicians!",0,0,1,band everything dont know underrated great musicians
46996,fS5xHHqW-6E,"I've been listening to these guys since 2013, they continue putting out great songs!",0,0,1,ive listening guys since 2013 continue putting great songs
47014,fS5xHHqW-6E,This is brilliant!,0,0,1,brilliant
47016,fS5xHHqW-6E,Fucking awesome,0,0,1,fucking awesome
47026,fS5xHHqW-6E,Awesome song ⛵☺,0,0,1,awesome song
47034,fS5xHHqW-6E,omg LOVE IT!!!!!!,0,0,1,omg love
47043,fS5xHHqW-6E,♥,0,0,1,
47046,fS5xHHqW-6E,Omg!\nI was waiting for this ! ♥,0,0,1,omg\ni waiting
47085,z5eG8fD-hQw,Donald Trump doesn't stick to politics. I didn't hear ESPN complaining when Trump was speaking about Colin Kaep and why he wasn't hire and how the owners didn't want to get a nasty tweet from him.,0,0,-1,donald trump doesnt stick politics didnt hear espn complaining trump speaking colin kaep wasnt hire owners didnt want get nasty tweet
47207,zcqZHYo7ONs,"A thorium liquid fuel reactor video, decay cycle, and options video would be awesome for this channel in my opinion",0,0,1,thorium liquid fuel reactor video decay cycle options video would awesome channel opinion
47230,zcqZHYo7ONs,3Blue1Brown is crap; never collaborate with him again!!!,0,0,-1,3blue1brown crap never collaborate
47292,cMKX2tE5Luk,And the Academy Award for Best Actor goes to Tommy Wiseau fka James Franco 🤘,0,0,1,academy award best actor goes tommy wiseau fka james franco
47305,cMKX2tE5Luk,This. is. going. to. be. the. GREATEST MOVIE OF ALL TIME!!!,0,0,1,going greatest movie time
47325,cMKX2tE5Luk,Best,0,0,1,best
47331,cMKX2tE5Luk,Can't wait for Best F(r)iends,0,0,1,cant wait best friends
47334,cMKX2tE5Luk,Best Movie of 2017.,0,0,1,best movie 2017
47360,zAtHxJvSczA,All to well is the best ts song,98,40,1,well best ts song
47376,zAtHxJvSczA,All Too Well is the best song to ever exist *period*,6,0,1,well best song ever exist period
47383,zAtHxJvSczA,All to well is the best ts song...https://goo.gl/czCVJA,0,0,1,well best ts songhttpsgooglczcvja
47384,zAtHxJvSczA,All Too Well is her best song,0,0,1,well best song
47474,FfRGxN2zeWU,😇😇😇😇😇😇for the win!!,0,0,1,win
47485,FfRGxN2zeWU,Perfect! 😍😍,1,0,1,perfect
47499,FfRGxN2zeWU,So great!!,1,0,1,great
47509,FfRGxN2zeWU,That was her worst performance imo,2,1,-1,worst performance imo
47537,eERPlIdPJtI,I hope you get the best of luck boogie.\nYour looking way slimmer.,0,0,1,hope get best luck boogie\nyour looking way slimmer
47545,eERPlIdPJtI,Watching from Houston. Thank you <3,0,0,1,watching houston thank 3
47568,eERPlIdPJtI,"I haven't watched a boogie vid in forever, you look great dude!!!!",0,0,1,havent watched boogie vid forever look great dude
47582,eERPlIdPJtI,Dude u look awesome,1,0,1,dude u look awesome
47584,eERPlIdPJtI,This guys awesome,1,0,1,guys awesome
47590,eERPlIdPJtI,I am impressed *I applaud you boogie*,0,0,1,impressed applaud boogie
47660,dtqlSPt4z20,Why they not showing the greatest team #PatsNation,0,0,1,showing greatest team patsnation
47667,dtqlSPt4z20,"I hate doing this but I wanna have some motivation,  can anyone please sub to me and help me out,  I post madden!",0,0,-1,hate wanna motivation anyone please sub help post madden
47670,dtqlSPt4z20,All of the best sounds came from 4-5 games?,0,0,1,best sounds came 45 games
47746,-Ifnaxi2LQg,I'm thick in petite!!! Yassssssssss me too!!!!,0,0,-1,im thick petite yassssssssss
47775,-Ifnaxi2LQg,THIS IS MY FAVORITE SONG!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,1,favorite song
47812,-Ifnaxi2LQg,Fergie sounds terrible,0,0,-1,fergie sounds terrible
47815,-Ifnaxi2LQg,OBSESSED !!!!!,1,0,-1,obsessed
47817,-Ifnaxi2LQg,<3,0,0,1,3
47961,WCYHrvLTaqg,Megan Mullally auditioned for the role of Grace. Leigh-Allyn Baker (who played Grace's best friend Ellen) auditioned for the role of Karen.,0,0,1,megan mullally auditioned role grace leighallyn baker played graces best friend ellen auditioned role karen
47990,WCYHrvLTaqg,Yaaaah! < 3,0,0,1,yaaaah 3
47999,WCYHrvLTaqg,Debra Megan Eric Sean\n❤❤❤❤ you all\nEeek!!\nADORABLE MAGNIFICENT \n🌟🌟🌟🌟\nLV LV LV LV 🌹\n13TH sept..,0,1,1,debra megan eric sean\n all\neeek\nadorable magnificent \n\nlv lv lv lv \n13th sept
48028,KEBDxhqhzF0,You didn't go to Lune! Best croissants ever.,0,0,1,didnt go lune best croissants ever
48059,KEBDxhqhzF0,Yeay.halal food! :D,0,0,1,yeayhalal food
48073,KEBDxhqhzF0,Germany has the best Doner-Kebabs off all time.,0,0,1,germany best donerkebabs time
48081,KEBDxhqhzF0,Sometimes I think Simon and Martina are the best foodporn channel out there,0,0,1,sometimes think simon martina best foodporn channel
48087,KEBDxhqhzF0,OMG Martina's Build A Ladder jacket <3,0,0,1,omg martinas build ladder jacket 3
48152,1L7JFN7tQLs,"Hey Apple, welcome to the 2010's!",0,0,1,hey apple welcome 2010s
48194,1L7JFN7tQLs,best feature for me on iphone was always touch id,0,0,1,best feature iphone always touch id
48220,R6ja9qNmOaM,What..Lonzo best than Carmelo..this is the stuff that we know it the ends of days!,0,0,1,whatlonzo best carmelothis stuff know ends days
48227,R6ja9qNmOaM,... I can't name 6 teams Melo wouldn't be the best player or #1 option on.,0,0,1,cant name 6 teams melo wouldnt best player 1 option
48247,R6ja9qNmOaM,I'm a Lakers fan and even I think this is outrageous.,0,0,-1,im lakers fan even think outrageous
48255,R6ja9qNmOaM,But I remember Stephen A attacking the poll from 2013-2015 about where Kobe was and he turned out to have awful seasons those years,0,0,-1,remember stephen attacking poll 20132015 kobe turned awful seasons years
48275,R6ja9qNmOaM,Melo isn't the best player on his team.,1,0,1,melo isnt best player team
48314,IYvEhgYy35I,i want a jamie remix of EVERY xx song... #dream <3,0,0,1,want jamie remix every xx song dream 3
48317,IYvEhgYy35I,Best song in his reykjavik boiler room set...,0,0,1,best song reykjavik boiler room set
48329,IYvEhgYy35I,Finally! Best part of his Boiler Room Reykjavik set in my opinion,1,0,1,finally best part boiler room reykjavik set opinion
48332,IYvEhgYy35I,DAMN THIS REMIX IS SO GOOD!!!! Jamie is the best!!!,0,0,1,damn remix good jamie best
